"label"	"text"
"neutral"	"Meant to be going to see Paper Towns on Saturday, but I'm really not a fan of Cara Delevingne"
"neutral"	"Wait - Go Set A Watchman is really the 1st draft of Mockingbird? Then why is it being published as a separate novel?"
"neutral"	"Walker: Iran deal like leaving sons unattended with girls: Wisconsin Gov. Scott Walker on Wednesday compared t... http://t.co/xrqqHBP6ix"
"neutral"	"Guys, no need to pity me. The 21st has been described as \"Kanye West meets the Louvre\""
"neutral"	"Yoga Crash Course with Dawn Marie this Saturday at Maya Shakti Yoga Studio. 708 Commercial Avenue Anacortes, WA http://t.co/0ewBjgjure"
"neutral"	"I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day."
"neutral"	"As Christians we may harbor unrealistic expectations for ourselves. But even if we can somehow manage the... http://t.co/QaOJpdZZKZ"
"neutral"	"The Mets get to see the ring ceremony. That's the \"message\" they send to Thor.  https://t.co/KaXAUpRem0"
"neutral"	"@C_Chewy Which Sunday is Women's Day?? and you get your shirt yet"
"neutral"	"@rabi_rabiah dont know. but sleeping at 11pm or may be 2am and then wake up for fajr means that guy must have internal attachment with Islam"
"neutral"	"#AFRICANBAZE: Kris and Caitlyn Jenner Take First Photo at Kylie's 18th Birthday Bash -- See the Family Pics!... http://t.co/R7GUvOXqnq"
"neutral"	"I have a ticket for sale to Ed Sheeran's Melbourne concert on the 6th of December if anyone is interested or knows anyone who wants one? :)"
"neutral"	"@StoneLarry the Kenny Lofton hit on a Monday night during a 49er Game that was on MNF."
"neutral"	"Now the pressure has began.....! Welcome to Super Eagles Sunday Oliseh http://t.co/7zT8MYd4Nt"
"neutral"	"@bladesboy2boy Curtis (bladesboy2), May I ask you to check my Profile? Because There's a Limited Secret to 1500.000 Coins FIFA 16"
"neutral"	"Brian Cushing is NOT listed as out for Thursday's game. He did not participate in practice today. Mistake was made inputting to the NFL site"
"neutral"	"@AppleMusic when are you guys gonna add Kendrick lamar's new mixtape Black Friday"
"neutral"	"PM Narendra Modi to Address Top Military Commanders on Friday: Prime Minister Narendra Modi will interact with the country's top mili..."
"neutral"	"@Amalekite1 @DillyHussain88 u still haven't answered my 1st question, which 'prophet' told Tony Blair to lie about WMD's &amp; bomb Iraq?"
"neutral"	"Will Smith, Amy Schumer and Carey Mulligan were among those honoured Sunday at the Hollywood Film Awards, with... https://t.co/oyAfpoEb1c"
"neutral"	"RT @Arsenal: The FA will be bringing a new interactive Road Show to Arsenal Ladies ahead of the game against Everton on Thursday"
"neutral"	"@Keffy @daviddlevine Apparently the answer is \"blue\". I guessed. I may have achieved Nirvana."
"neutral"	"Seth rollins on monday night raw  in San Jose California August 3 at the sap center http://t.co/XWlirhuN9c"
"neutral"	"Saladinio's RBI in the 11th lifts White Sox to 6-5 win over Mariners http://t.co/5LpFgtBvlz"
"neutral"	"Tonight CSA will announce a new sponsor. Today the Kai Cricket Board played their KFC Mini-Cricket festival and they continue tomorrow in EL"
"neutral"	"Sif's crush on Thor is adorable but also sad she should just hook up with may"
"neutral"	"@thenff Is it not a shame that Super Eagles will play Niger Republic on Tuesday in a friendly match, why not BIG football countries?"
"neutral"	"A girl sat down next to me and asked me what I was listening to and I said \"Nirvana\" and she said \"what's that\".....I almost fell over dead"
"neutral"	"Nicki is gonna open with trini dem girls on the pinkprint tour in south africa on the 2nd leg"
"neutral"	"May 26th. @Puh_Liebs Save the date. We are going to Soundset. #noexcuses"
"neutral"	"Last match of the tour #NoINDvWI Simply Outstanding, Dramatic Dharamsala ! India 330-6, 50 overs #INDvWI 20th ODI... http://t.co/xmQ6DZgdNK"
"neutral"	"Passionate about CNIS' work, be a rep at Ten Thousand Villages in your hometown on Mar 8 - Winnipeg Plaza 134 Plaza Dr."
"neutral"	"@RM_Heffernan @LeevaleAC. Sorry I have organised a walks day for the 17th in CIT"
"neutral"	"@Manlyboyze I would put Gillard 2nd best behind Hawke\u002c Rudd 3rd\u002c Keating 4th\u002c then all the rest\u002c then Howard last #Showdown"
"neutral"	"A lot of work goes into to showing a Movie Under the Stars! Come out tomorrow night at watch Joyful Noise on our... http://t.co/zldSzjI5"
"neutral"	"@GrantLawrence @CBCRadio3 I\u2019m just suggesting it for the sake of completeness\u002c a la Polaris\u2019s May 31st deadline & Academy Awards\u2019 Dec. 31."
"neutral"	"@shelleytweddle awwwww Shelley I was at universal tuesday. Just at Florida Mall\u002c flying home tonight x"
"neutral"	"#Rangers Tweets: Rangers trail 3-0 entering the 2nd. Due up: Adrian Beltre Josh Hamilton @ElvisandrusSS1 #MLB http://t.co/BJ1a3HlNwh"
"neutral"	"WATCH: Cate Blanchett on Carol, The Universality of Love, Chemistry with Rooney Mara: Friday, No... https://t.co/gZeKwyveOp via @shewired"
"neutral"	"Jarrod Dyson hits a solo homer off Erik Johnson to cut the White Sox lead to 6-2 in the 6th. 2 of 3 Royals hits off Johnson are solo homers."
"neutral"	"Gucci bags motive force brass july end the dyad yours express mutual regard coda till well-inclined care: NGkrbiZbR"
"neutral"	"Tomorrow December 10 is #ProclamationDay in Queensland &amp; #FriendsofNewstead with @NewsteadHouse invite all to attend at Twilight. Free."
"neutral"	"i'll make you some more justin bieber edits tomorrow if you don't deactivate @NISRlNA"
"neutral"	"B2ST\u2019s current nominated position for MAMA 2012 Best Male Group (5th place) Best Global Group (4th place) Artist of the Year (8th place)"
"neutral"	"FRIDAY NIGHT LIVE! We are going to a Maulers Game! Meet at MVC at 6:30\u002c bring $5 + fastfood $ + funds to buy CaseyFace some chocolate pie..."
"neutral"	"@7eleven what promotions are you offering for National Hot Dog Day tomorrow?"
"neutral"	"Did @RealSkipBayless just compare Aaron Rodgers to Matt Flynn @stephenasmith??? #c\u2019mon #FirstTake"
"neutral"	"ARRIVAL of ship: ARABIAN TAHR Port: ABU DHABI Time: Nov 2 2012 6:11AM (UTC) (Time of arrival/departure is the time the vessel app..."
"neutral"	"@PeterTownsend7 Savageries were used by all in the 7th century. Adopting them today as examples to imitate by true Muslims is the problem."
"neutral"	"Drake & the weeknd all day tomorrow."
"neutral"	"As much as I\u2019d like to finish \\"Red Tails\u002c\\" I gotta hit the rack. Tomorrow\u2019s my boss\u2019 last day at work after 15... http://t.co/MOvsyf1W"
"neutral"	"Rt if you're going to Jason Aldean Thursday"
"neutral"	"@asoggycarrot Yeah the Big Bangs are like\u002c the second rarest L9s anyway\u002c so I\u2019ll get them\u002c they\u2019ll be here on like\u002c Fri if I order them 2day"
"neutral"	"#MNTwins rally to beath the White Sox 8-6 Tuesday night http://t.co/JMWR9Fxlq2 http://t.co/xco2y8bvIP"
"neutral"	"@SmashingPumpkin Fairfax on the 3rd is still happening right?!"
"neutral"	"ALSO kinda late but I just realized Naruto was born on the 10th of October and that's when they're releasing the Boruto movie"
"neutral"	"To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one."
"neutral"	"@Mike_USPatriot all Christians and Patriots may have to walk out the doors if employed where we can't exercise our constitutional rights!"
"neutral"	"@Awilder112 Game comes out on December 1st. I will definitely be picking it up for PS4."
"neutral"	"Mark Dekanich made 35 saves Sunday as the St. John\u2019s IceCaps defeated the Connecticut Whale 3-2 in the American Hockey League."
"neutral"	"@Pile_of_Derp Let me know if Dustin Johnson is still leading on the back nine on Sunday."
"neutral"	"RT @VoodooDollzChwk: Do you want to be a Voodoo Derby Doll? After our \\"\"Get Down and Derby\\"\" night on Aug 26th at the Social Night Club... ..."
"neutral"	"Be on the lookout for LMD's table and banner at the Comcast Center this Friday for the Terps exhibition game! #LMD http://t.co/kXdDS86G"
"neutral"	"@DevizesWolves @officialwolves @kariney04 @scott87shaw I think it may have been the words you used about St Patrick's Day..."
"neutral"	"And ASU tackles Murray short of the 1st down for the first time"
"neutral"	"The list of gay celebrities, some may surprise you: #ad http://t.co/im5aoGVM6j"
"neutral"	"Sun is setting in Sarajevo. Split and then Hvar next in the plan :-D http://t.co/5JBlah4K"
"neutral"	"Met this girl on Valentine day\u002c fucked her in may\u002c she found out about April so she choose to march"
"neutral"	"Yoga and homework and cooking and cleaning tomorrow means scandal all night tonight okay."
"neutral"	"BLACK FRIDAY Huge Saving Aerial View of a City\u002c Paris Las Vegas\u002c the Las Vegas Strip\u002c Las Vegas\u002c... http://t.co/DCTgeSED"
"neutral"	"Get you a girl by November that's down to buy you Gucci flip flops."
"neutral"	"@NewsX @INCIndia @SalmanSoz Send Rahul Gandhi he is always 1st in PhotoOps but missing from Chennai  He always  talk about Comunication"
"neutral"	"I just realized. After the whole slow mo march of T. Swift and her squad in Bad Blood, all she and Selena did was slap each other?"
"neutral"	"NBA NEWS:  The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://t.co/STbP6qTU"
"neutral"	"Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://t.co/Zo2WFDko #coreformulas"
"neutral"	"Now that Ruto is the 5th president... I think him and Uhuru have now served one term each"
"neutral"	"@theoverrule @AmyFetherolf Murray admitted he took a break for pep talk. I'm not speculating. http://t.co/xcvq8kSWNa"
"neutral"	"I've just kind of sat here for an hour doing nothing but listening to Bad Blood on repeat, this is normal"
"neutral"	"Celts4Life88: therealbeckman: Some day at the TheOpen today, padraig_h or Paul Dunne to do the business tomorrow! #TheOpen2015 #coybig"
"neutral"	"I'm MCing the Wearables&amp;Tech fashion show that leads into the Google party on Monday.  Peep the deets here:  http://t.co/lBPJsXOl2c #tech"
"neutral"	"Monday Night Football is on tonight, right? #NFL #wishfulthinking"
"neutral"	"Where could the Il Divo guys be performing tomorrow night? Tell us where you think they are"
"neutral"	"RT @jamiedupree: The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan"
"neutral"	"He tries to stem the march of time by covering the plug hole with his podgy mitt but #TrojanHero knows twilight must fall on bathtime."
"neutral"	"Inkigayo with @Hardyz_Gurl14 YAY This is our Saturday Night <3  #kpop_stream http://t.co/elCo5nuK"
"neutral"	"\\"\"3 by\\"\" on the roof at SJP... Face Off Clinic back on for 12 PM - 1 PM at Cabrini this Sunday http://t.co/gysEJng7"
"neutral"	"@HasneemMs about recycling - our group is glass - tomorrow we must do folio about glass i think - ask Mysa lah xD"
"neutral"	"David Wright strikes out looking in the 8th inning with two outs and runners on 2nd and 3rd. Now 2-5 on the night."
"neutral"	"ive got 1st unit: BK RoStu Maggette CV31 GMonroe & 2nd unit: Bynum Daye Tay Jerebko Drummond i hope JR watchez the Pistons stickz w/ em sum."
"neutral"	"Don't forget to tune in as Miss Iowa USA will represent the Hawkeye State during Sunday's Miss USA pageant: http://t.co/abM9iaS3B3"
"neutral"	"It's Friday, Friday! Gotta drink tea on Friday! (did you sing it like you were Rebecca Black?!)"
"neutral"	"Gov. Obiano Revealed on Friday that the move to relocate Boko Haram prisoners to Anambra was concluded under GEJ!"
"neutral"	"@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? #hopeso"
"neutral"	"SS4 - 1 Mikko 10.45\u002c9 - 2 Petter +0\u002c2 - 3 Novikov +2\u002c5 - 4 Mads +6\u002c9 with puncture. Still 3rd O/A. Latvala stopped. #rallyitalia"
"neutral"	"@AdamSchefter he has missed Chiefs\u002c Saints and Vikings it was a 4 game sus and this game at Oak would be his 4th he can play Nov 11th"
"neutral"	"Haruna Lukmon may av just played himself out of d Super Eagles under coach Sunday Oliseh"
"neutral"	"Perseverance is failing 19 times and succeeding the 20th. - Julie Andrews"
"neutral"	"Was just told Sharknado 3 comes out tomorrow  lol"
"neutral"	"@mcgeecraig come see @theiqonsband\u002c @Tijuana_Bibles\u002c @Stone_Fox_Chase\u002c and David Taylor at PivoPivo with me next Saturday"
"neutral"	"I will give more solo dm with Zayn tomorrow, so stay active and turn notifs on. :) x"
"neutral"	"They should just say fuck Chris Tucker and make another Friday with Ice Cube's son and DC Young Fly"
"neutral"	"The Golden Globe Awards will be hosted by Tina Fey and Amy Poehler live on NBC on January 13 starting at 8pfrom the Beverly Hilton Hotel"
"neutral"	"#Chicago #News Monday's recap: Cubs 9, Rockies 8: Kris Bryant hit a two-run home run with two out in the botto... http://t.co/oNAUjg03ne"
"neutral"	"@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I\u2019m going to quarantine myself today"
"neutral"	"Floyd Mayweather vs Andre Berto on September 12. Will he make it 49-0 or it will be 48-1? #SSBoxing"
"neutral"	"David Price giving up another lead in the 7th? Come on man!!! #FanDual #DraftKings"
"neutral"	"2,780,589 people could have seen 'Rahul Gandhi in Bengaluru' since its 1st mention until it became a Trending Topic. #trndnl"
"neutral"	"Trying to make plans to get my tattoo tomorrow and go see Paper Towns."
"neutral"	"I really wish the judge of the Tom Brady case would have given me heads up on Sunday, because I skipped on drafting him due to the 4 games."
"neutral"	"@MTV set Kanye West up w/the perfect opportunity to rebound from the Taylor Swift shenanigans &amp; instead he sat on the ball &amp; spinned. Unreal"
"neutral"	"A twilight anniversary vigil will be held in Martin Place tomorrow to mark one year since the Lindt Cafe Siege. #TenNews"
"neutral"	"This Thursday\u002c DESTRUCTO\u002c creator of HOLY SHIP\u002c comes to Ignition at Firestone Live! Surrender your booty\u002c it\u2019s... http://t.co/AA0xOs2R"
"neutral"	"I would say the same thing Paul Dunne said about nerves on first tee tomorrow \"just make contact with the ball\""
"neutral"	"@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina\u002c Emi\u002c and Misa."
"neutral"	"@cartilagefree can Son and N'Jie give us what we need to supplement Kane until the January window?"
"neutral"	"Kendrick Lamar may (or may not) have brought out the best (or worst) of me."
"neutral"	"Guys, no need to pity me. The 21st has been described as \"Kanye West meets the Louvre\""
"neutral"	"@lastcaress1972 hey nowt wrong with a bit of German cheese!!! I hoping they 2nd Rammstein at Download!!! #whatapair"
"neutral"	"Sheamus hits a Brogue Kick on Randy Orton when both Orton &amp; Kevin Owens were fighting on the floor during the match on Monday Night #RAW"
"neutral"	"\\"\"@Rican_Amor: Who wants to go to a A$AP Rocky concert with me on the 14th or 15th ?!?!?\\"\" you don\u2019t have a choice on who you taking we going!"
"neutral"	"(someone, anyone, let's go see Ed Sheeran (because apparently he's here Tuesday and I had no idea???))"
"neutral"	"The last time the Bearcats didn't have Walt in the starting lineup, September 12th 2009. 41 straight starts have come since that game."
"neutral"	"Ew gross an old man just sat down next to me and said, \"I'd give anything to get close to Cate Blanchett.\""
"neutral"	"Who's going to be at Zac Brown Band next Sunday?"
"neutral"	"Some say he knocked Briana while with Eleanor but??? She's due in February, do you think she'll be pregnant for 11 months or what?"
"neutral"	"Sunday yoga at Family Tree...  8:30 am - Healing Yoga with Karen in the Kula room 9:00 am - Barkan with Mel in... http://t.co/n7tU8diOBb"
"neutral"	"When do sofhmores have to be at the library for the OGT's tomorrow?"
"neutral"	"@TeamTorbayJeds Wouldn\u2019t it be better to do it April half term cuz Eurosong means nothing to UK ppl"
"neutral"	"@CurtisCaron88 @trevormiron33 Curtis it's a Saturday, there is no school.."
"neutral"	"I think this was the first night of Louis with Briana? (That's not her tho) I saved it on April 17 but I DK https://t.co/nUPUnVc9Qi"
"neutral"	"PAC 12 Play of the Week in CFB on Thursday night at http://t.co/Qp83jQSsfm. 66% Winners last 33 CFB Plays!"
"neutral"	"@acffiorentina @carpifc1909 @ASRomaEN @acmilan Milan will play Sampdoria tomorrow and they' will face @carpifc1909  next if the qualify"
"neutral"	"Eff that going to France for March break to see my fam and going off to Paris, Reims and Monaco #travel #addict"
"neutral"	"There is now a Dunkin' Donuts at LAX. I may never make a flight on-time again..."
"neutral"	"any Lovatics going for the Jonas Brothers concert tomorrow night?"
"neutral"	"Now we need to make one for Frank Ocean https://t.co/kRMZK8vCAH"
"neutral"	"RT @Michael_R_Grant: Remember that Janet Devlin girl on tonight's X Factor, the 'obviously in the final 12' one? She has a Youtube chann ..."
"neutral"	"Check out this article: 5 things you may not know about David Bowie https://t.co/wEHHqDs3Cb"
"neutral"	"@AshlynWatts he\u2019s coming to the houston rodeo in march!!"
"neutral"	"(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday\u2019s matchup with Alabama http://t.co/e7qDoIyC #LSU"
"neutral"	"Rios grounds out to end the inning. Should be all for Thor with Colon and Neise on bullpen. Still 5-3 Mets in 6th."
"neutral"	"The 20th anniversary PS4 controller looks really nice, but I barely play my PS4 so I don't want to waste any money. LOL"
"neutral"	"@Tyga Ay you gone release the HotelCalifornia in feb like you did with  Careless World ?"
"neutral"	"Do you want tickets to Ed Sheeran in #Houston on Sept 3? Enter our Facebook contest here: @edsheeran  http://t.co/w8GeqsoP6C"
"neutral"	"1 million Jews just sat up and listened when Seth Rollins' nasal voice rang out. #RAW"
"neutral"	"8/7/11 Stoke beat Hajduk Split 1-0\u002c 2nd Q Round of the Europa League. The Potters\u2019 first game in the competition in 37 years. #thankyouTony"
"neutral"	"@douCEEwhatiCEE ok I found it. So I just kinda remembered that I won't be here tomorrow so. I guess we can finish it and then talk to Maite"
"neutral"	"THE SKINNY: Breezy may be getting it from RiRi AND ex\u002c KT. Getting that cake! cake! cake! and eating it too. <3... http://t.co/S7I4RVCe"
"neutral"	"Frank Ocean, I think we need to have a talk. It's not you, it's me  https://t.co/RfV0vYLRdf"
"neutral"	"@AlexSulima Lol speak of the devil did you hear about RIM? They apparently bumped Nokia put of 5th place :o"
"neutral"	"#Queen is worried about Black M.Hence #Mumbai Riot See#MSM lies thin crowd @ Ramlila on 3rd day:http://t.co/w5NNSQyW n  http://t.co/8cC0KfaB"
"neutral"	"Dustin Johnson would have several majors under his belt if only the Thursday / Friday rounds counted"
"neutral"	"Operating G3KMI this evening from the University Maths Tower on HF bands. 6:15-pm - 8pm BST. 10th floor\u002c room 10037. #ham #hamradio"
"neutral"	"Why Verizon's 4G Limits May be the Droid Bionic's Achilles Heel - Gotta Be Mobile #verizon #phone"
"neutral"	"@robneyer RT?  In the last 2 days, Ibanez & Cano have combined for 3 HRs in the 7th inning or later before Tim Byrdak has entered the game."
"neutral"	"Adams says he accepts finding in 'Slab' libel case against Sunday Times over his alleged role in IRA, as the case was heard by a jury (1/2)"
"neutral"	"Ain't seen the sun in 66 days ,  let me count the ways in a fucked up base ( Ice Cube -  5K )"
"neutral"	"Big weekend for the Saints ! Roll On Sunday !"
"neutral"	"Louis' having a baby with Briana but then he's currently with Danielle. I mean c'mon... He could have focus more with the baby by now."
"neutral"	"The BAGRANGI new Pic,Of SALMAN khan That VERY FAMOUS IN PAK CENEMA'S at the 1st day of EID that pic,made 1.5 milion Rs  Lolywood/Bolywood"
"neutral"	"1st) why she in the Cullen's house from Twilight? 2nd) just... Why? https://t.co/wCwJZ2NqmZ"
"neutral"	"NEWS To mark Prince George's 2nd birthday a new photo has been released of the toddler &amp; Prince William today http://t.co/OzJW7EVQhr"
"neutral"	"@cherryhealey Lil sis is going to bed late as she has an inset day tomorrow and wants to watch Styled To Rock, not got the same ring to it x"
"neutral"	"Ligue 1: Nadal watches as PSG go top: Paris St Germain went to the top of Ligue 1 on Saturday after a Kevin Game... http://t.co/HkCIlZrW"
"neutral"	"Despite rumors that Sandy will close down @UMMorris\u002c Kremlin\u002c & Houses of Parliment\u002c it appears we\u2019ll still have classes tomorrow. Sigh."
"neutral"	"@MagzLovesTyga I do remember. It was like leaked at 1st so he made a new one for Careless World"
"neutral"	"@bigbrothernet, you never know with big brother that may have changed the rules expect the unexpected #BB17"
"neutral"	"Rahul Gandhi speaking at the 31st Plenary Session of INTUC | Talkatora Stadium delhi: https://t.co/hRTWd7tEw4 via @YouTube"
"neutral"	"it's now September 6th and I'm still waiting on frank ocean. where u at tho"
"neutral"	"For anyone going to Sam Smith tomorrow he rescheduled to September 30th"
"neutral"	"Rahul Gandhi there is nothing mysterious about Backops &amp; I am open to talking about it through proper channels  https://t.co/wSldQC583R"
"neutral"	"@misterhsk Did you know that David Miliband was a Yum Junglist? Catch @YumJungle @streetfeastldn this Friday night. http://t.co/IB0AtI0o"
"neutral"	"I\u2019m going to Richie Hawtin at Buffalo in New York\u002c NY - Oct 29 http://t.co/5ToaRI2e"
"neutral"	"I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston."
"neutral"	"wanna watch annabelle tomorrow but who the hell wants to hang out with me lol k"
"neutral"	"Indians crash out in semis: Sri Lanka will meet Kazakhstan in the final on Sunday. Earlier, Iran men trounced ...  https://t.co/Xg76mzriTC"
"neutral"	"Manchester United and Real Madrid will attempt to revive David de Gea's move to the Bernabeu on Tuesday after the... http://t.co/MkSv9IUGBX"
"neutral"	"That's a scathing attack on Sonia and Rahul Gandhi. Both the fake degrees are proved so far. More power to Shobha ;) https://t.co/OyBrnxsXN0"
"neutral"	"Watching Sharknado is the only call with #Sharknado3 coming tomorrow"
"neutral"	"I may even vote Gingrich as a write-in candidate to send a message about the need for more moon bases and debate hilarity."
"neutral"	"Is it just me are does anyone else notice we have a Muslim president and Islam is on the march thru out the world. Chistians voted for Obama"
"neutral"	"@DrTimony I finished TKAM last Thursday! Let me know what you thing about Watchman"
"neutral"	"@jane_ide Btw, am at The Ladykillers tomorrow. Are you going to that one?"
"neutral"	"Can Mike Brown play golf? He may need to hit up the Stanford Women\u2019s  team w Ty Willingham after this start\u002c honestly... #Lakers"
"neutral"	"Jiujitsu with punches and cardio today, back at it at one tomorrow."
"neutral"	"On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY"
"neutral"	"@Atheist4M that practice is from the african athiests and sun worshippers. Not from Islam."
"neutral"	"#DonaldTrump 's Miss USA Pageant set a record low on Sunday with only 925K viewers. And let that be a reminder 2 all of us. It was on Sunday"
"neutral"	"@LoganMDelaney mine just went back to Nikon for the 4th time- 3 for shutter bounce- came back the other day with a scratched baseplate- fun."
"neutral"	"Cba for tomorrow just want tomorrow night and Saturday night"
"neutral"	"Israel: \"No comment.\" (stick it where the sun doesn't shine)"
"neutral"	"@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? #hopeso"
"neutral"	"The \"\"Folkrockinpsychedelia\"\" show was updated with tracks from Vanilla Fudge,Count Five,Tomorrow,David Axelrod,Gram Parsons,Manassas &amp; more.."
"neutral"	"That was the best time for Kpop but where is Neverland?! https://t.co/EbDYdJgqkA"
"neutral"	"#nowplaying Last Friday Night - Katy Perry on 95XFM with @TuneIn http://t.co/kdTFu7ckKJ"
"neutral"	"I'm sorry to any Christians I may have offended but I'm an atheist &amp; if you have an issue with that just unfollow now #ThingsJesusNeverSaid"
"neutral"	"@_superfreak_ Absolutely both gigs\u002c the Su Casa Beach Tent is on from 12 noon-7 on Saturday if you come to that you\u2019ll see Rose Parade!"
"neutral"	"@MustLoveSpark @coverdog5 @jukakooikerjack we will take pictures. Mom said we might have to do it Friday Night as we will be at Grammys sat"
"neutral"	"Britain is increasingly like the 19th with 'Strictly' and PS4. Caesar had his Bread and Circuses... https://t.co/tvhaWJOxPB"
"neutral"	"May d Almighty ALLAH in his infinite mercy use dis set of service chiefs as the tool 2 end d Boko Haram menace on our land. @DefenceInfoNG"
"neutral"	"Sunday morning YOGA #activerecoveryday excuse the wild hair and no makeup!!! https://t.co/tY2xgC08Q8"
"neutral"	"So I thought yesterday was Tuesday. I\u2019m thinking today will be a little like the movie Ground Hog Day."
"neutral"	"Id rather watch sharknado on repeat all day than have to get up at 5 tomorrow (:"
"neutral"	"dati SOPA at PIPA\u002c ngayon Cyber Crime Law?! May i know what\u2019s the content of this law first? Boom\u002c charot!"
"neutral"	"Anniversary of miracle\u002c national margarita day\u002c and ash Wednesday. #celebration"
"neutral"	"Oil Price Not Done Crashing, Saudi Arabia May Be Broke In 5 Years: Reports https://t.co/LOF8TAne1E  Cc: @essamz  What do you think of this?"
"neutral"	"one time in the 7th grade I wrote Niall is daddy on my hand &amp; my teacher was yelling at me to show him what it said &amp; I licked/rubbed it off"
"neutral"	"@FritzColburn I truly don't think she'll win; she may not even be the nominee. Voting for Bernie as of now..perhaps John Kasich"
"neutral"	"@SexSlaves at Irving Plaza NYC July 21. Chexk out the poster: http://t.co/Wn5wwnoe"
"neutral"	"Those of us in the Christian Faith understand we are called to be Christians in every area of life not just on Sunday - @marcorubio"
"neutral"	"Aston Villa midfielder Karim El Ahmadi will miss Saturday\u2019s trip to Sunderland through suspension following his fifth booking of the season."
"neutral"	"Io9 doesn't even get to hold the new David Bowie music video?!  C'mon Gawker!"
"neutral"	"@emilydistefano my mom literally just asked me that. But lets go to the game Saturday & get Taco Bell before or after!"
"neutral"	"Petey gettin the start tomorrow night against Calgary.  Game is on \u2019nbcsports\u2019 @ 8:00\u002c set that DVR and get ur popcorn ready..."
"neutral"	"Reality TV star Kim Kardashian and her rapper husband Kanye West announced Saturday the birth of their second child, a baby boy. \"He's"
"neutral"	"Remember Sunday its the Enlighten Adelaide festival, Callington Show - Callington A&H Society Inc. and Mitcham... http://t.co/m7dwfskP"
"neutral"	"Brock Lesnar going for a 2nd F-5 but no! Undertaker at two!"
"neutral"	"Republican presidential candidate Carly Fiorina said Thursday that signing a Republican loyalty pledge is about \"your word\" but"
"neutral"	"-- Thor stood behind Jane, holding her.] \"Alright, you may look.\" [They stood on the beach with a view on the Ocean. -- [@stopwiththeipod]"
"neutral"	"Never march uphill with the sun in your eyes the wind in your face and your swords unsheathed.- Cao  Cao in Re: Sun Tsu"
"neutral"	"@RavensburgerPC Enter our competition to win a London Children\u2019s Map Puzzle just follow and RT.Closes Friday 8th@4pm http://t.co/yIiug1RE"
"neutral"	"Watching \\"\"Valentine\u2019s Day\\"\" for the 3rd time in a row...haha"
"neutral"	"still have no costume for Saturday @TheKingcrawlers - if dead rock stars is on\u002c John Belushi it is in Juliet Jake Blues guise"
"neutral"	"RT @Carly_Coughlan: Big Brother last night on Channel 5 peaked at 2 million and beat BBC TWO, ITV1 and C4 in it's slot. Plus CBB Final t ..."
"neutral"	"How long b4 the town houses on 7th Ave. Nd MLK get power back on?? @CoryBooker"
"neutral"	"@bieberxzouisx @hopeful_2014 not every thing dear, you already lose once. not to mention to a Kpop group also. Lol. And this will be you 2nd"
"neutral"	"#FREE CLASSES TOMORROW!  11am PC 50 with Zak &amp; 6pm Yoga with Claire!  http://t.co/jgnurp6Zch #lotuskitty http://t.co/STPFrBJs1v"
"neutral"	"Real sentence: Josh Donaldson drove in Troy Tulowitzki with his 29th HR of the season to give David Price and the #BlueJays the lead."
"neutral"	"Such a pity. Harrington drops 2 shots on the 6th. Now 3 off the lead - as is Paul Dunne, both on -11... Zach &amp; Scott on -14"
"neutral"	"who\u2019s going to the pottstown football game friday?"
"neutral"	"I am looking at restoring the Prophetic Ministry. It may look like a Sharknado at full throttle. @JewishTweets @TBN https://t.co/vEhJJF3gnG"
"neutral"	"Floyd Mayweather vs Andre Berto on September 12th...I hope it's better than the Pacquiao fight"
"neutral"	"They should just say fuck Chris Tucker and make another Friday with Ice Cube's son and DC Young Fly"
"neutral"	"#TamilNadu Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the... http://t.co/RBpx9PoD"
"neutral"	"Today opens the Jersey Shore season 4, this time in Italy, at 21:30 on MTV"
"neutral"	"Is Martin Atkinson being brought out on Wednesday to \u2019even it up\u2019"
"neutral"	"Aug 30 (Infostrada Sports) - Top scorers of the La Liga on Sunday 2 Nolito (Celta Vigo) Gareth Bale (Real Madrid) James Rodriguez (Real"
"neutral"	"Turned on the news to see the riots in Tottenham this morning. First thought was that Spurs must have signed Joey Barton."
"neutral"	"@dakotadrou5 was it friday by rebecca black????"
"neutral"	"David Bowie Night on Sky Arts tonight and tomorrow. #tvguidetweet"
"neutral"	"@Motorola when will we have more Moto G 3rd Gen 16g in the USA?"
